fecha,tipo,lat,lon,precio,superficie_total,superficie_cubierta,ambientes,barrio
2017-11-01,departamento,-34.6291177,-58.4808354,275000.0,,,5.0,FLORESTA
2017-11-03,departamento,-34.6271197935,-58.4755947239,268000.0,134.0,122.0,4.0,FLORESTA
2017-11-03,departamento,-34.6304287,-58.4861934,88000.0,37.0,34.0,2.0,FLORESTA
2017-11-09,departamento,-34.628319,-58.479828000000005,134900.0,70.0,70.0,3.0,FLORESTA
2017-11-14,departamento,-34.620887100000004,-58.49128760000001,69000.0,,50.0,2.0,FLORESTA
2017-11-18,ph,-34.61935089999999,-58.4933836,135000.0,153.0,90.0,3.0,FLORESTA
2017-11-23,departamento,-34.629261,-58.483861600000004,147000.0,76.0,76.0,4.0,FLORESTA
2017-11-25,ph,-34.6324651458,-58.473214114300006,138000.0,100.0,80.0,,FLORESTA
2017-11-25,departamento,-34.632502341700004,-58.473152577200004,138000.0,100.0,80.0,,FLORESTA
2017-11-27,departamento,-34.627417,-58.477929,155000.0,83.0,76.0,4.0,FLORESTA
2017-11-29,casa,-34.634029,-58.476677,485000.0,401.0,341.0,7.0,FLORESTA
2017-12-05,departamento,-34.6282465,-58.48441089999999,215000.0,100.0,95.0,3.0,FLORESTA
2017-12-05,local,-34.633208,-58.480654,72000.0,38.0,38.0,,FLORESTA
2017-12-05,departamento,-34.6279771,-58.477111,129000.0,70.0,60.0,,FLORESTA
2017-12-05,departamento,-34.6384278,-58.4749047,89000.0,46.0,,2.0,FLORESTA
2017-12-05,departamento,-34.627185600000004,-58.481556999999995,110000.0,,60.0,3.0,FLORESTA
2017-12-05,departamento,-34.627185600000004,-58.481556999999995,110000.0,,60.0,3.0,FLORESTA
2017-12-05,casa,-34.632295899999995,-58.483692299999994,495000.0,276.0,244.0,5.0,FLORESTA
2017-12-05,departamento,-34.6321714,-58.479414500000004,125000.0,74.0,70.0,3.0,FLORESTA
2017-12-06,departamento,-34.6282465,-58.48441089999999,110000.0,68.0,61.0,3.0,FLORESTA
2017-12-06,local,-34.625094,-58.4862544,175000.0,147.0,147.0,,FLORESTA
2017-12-06,local,-34.627515700000004,-58.481378899999996,590000.0,,,,FLORESTA
2017-12-10,departamento,-34.635355,-58.474681000000004,84000.0,42.0,42.0,1.0,FLORESTA
2017-12-12,departamento,-34.631512,-58.475864,200000.0,128.0,125.0,5.0,FLORESTA
2017-12-13,departamento,-34.6313938,-58.4803748,68000.0,30.0,30.0,2.0,FLORESTA
2017-12-13,departamento,-34.6338381,-58.478767500000004,150000.0,73.0,57.0,,FLORESTA
2017-12-16,departamento,-34.6282465,-58.48441089999999,290000.0,133.0,125.0,6.0,FLORESTA
2017-12-21,casa,-34.6196441159,-58.4929686148,242000.0,200.0,124.0,3.0,FLORESTA
2017-12-22,departamento,-34.624195,-58.492954000000005,179000.0,86.0,81.0,3.0,FLORESTA
2017-12-26,ph,-34.6280973,-58.489576799999995,,,,,FLORESTA
2017-12-26,departamento,-34.6280973,-58.489576799999995,,,,,FLORESTA
2017-12-26,casa,-34.6280973,-58.489576799999995,,,,,FLORESTA
2018-01-03,ph,-34.63524279999999,-58.474375699999996,192000.0,124.0,100.0,4.0,FLORESTA
2018-01-08,departamento,-34.631643,-58.482177,149900.0,96.0,84.0,4.0,FLORESTA
2018-01-09,ph,-34.6281409,-58.482713399999994,175000.0,,,,FLORESTA
2018-01-09,departamento,-34.6308494,-58.4798784,198000.0,140.0,118.0,,FLORESTA
2018-01-09,departamento,-34.63056564,-58.47860718,120000.0,,70.0,2.0,FLORESTA
2018-01-09,departamento,-34.63128662,-58.48437119,130000.0,70.0,70.0,3.0,FLORESTA
2018-01-09,casa,-34.62018204,-58.49467087,120000.0,,50.0,2.0,FLORESTA
2018-01-09,casa,-34.62018204,-58.49467087,120000.0,,50.0,1.0,FLORESTA
2018-01-18,departamento,-34.634453,-58.472301,,,55.0,3.0,FLORESTA
2018-01-18,local,-34.634239,-58.473620999999994,43000.0,,23.0,,FLORESTA
2018-01-18,departamento,-34.633396000000005,-58.473988,71000.0,34.0,32.0,1.0,FLORESTA
2018-01-18,departamento,-34.631393,-58.480373,60000.0,,,1.0,FLORESTA
2018-01-18,departamento,-34.630573,-58.478889,67000.0,34.0,30.0,1.0,FLORESTA
2018-01-18,casa,-34.6246951,-58.487445799999996,300000.0,,,6.0,FLORESTA
2018-01-18,ph,-34.63462,-58.479431000000005,267000.0,279.0,129.0,5.0,FLORESTA
2018-01-18,casa,-34.624837,-58.489008999999996,230000.0,150.0,119.0,4.0,FLORESTA
2018-01-19,departamento,-34.6308494,-58.4798784,198000.0,140.0,118.0,5.0,FLORESTA
2018-01-19,departamento,-34.6262044,-58.4892076,68000.0,33.0,30.0,1.0,FLORESTA
2018-01-19,ph,-34.6282465,-58.48441089999999,243000.0,147.0,107.0,3.0,FLORESTA
2018-01-19,departamento,-34.6280898,-58.479019799999996,332000.0,200.0,200.0,6.0,FLORESTA
2018-01-20,departamento,-34.63524279999999,-58.474375699999996,105000.0,49.0,40.0,2.0,FLORESTA
2018-01-24,departamento,-34.6240394108,-58.4865974265,114500.0,42.0,40.0,2.0,FLORESTA
2018-01-24,departamento,-34.6224004,-58.4893757,57000.0,28.0,,1.0,FLORESTA
2018-01-26,departamento,-34.6271906,-58.484668000000006,83000.0,30.0,30.0,2.0,FLORESTA
2018-01-26,departamento,-34.6215609,-58.4904493,67000.0,,37.0,2.0,FLORESTA
2018-01-27,ph,-34.621318,-58.489812,195000.0,91.0,91.0,3.0,FLORESTA
2018-01-29,departamento,-34.6289545,-58.482316299999994,139000.0,60.0,60.0,3.0,FLORESTA
2018-01-30,casa,-34.632999299999994,-58.4822845,,,,5.0,FLORESTA
2018-01-31,departamento,-34.628820399999995,-58.480889000000005,79900.0,37.0,37.0,2.0,FLORESTA
2018-01-31,casa,-34.6365497216,-58.4712883467,900000.0,326.0,413.0,,FLORESTA
2018-01-31,departamento,-34.63470770000001,-58.48007629999999,150000.0,63.0,59.0,3.0,FLORESTA
2018-01-31,ph,-34.6231073,-58.4883218,310000.0,199.0,129.0,4.0,FLORESTA
2018-01-31,departamento,-34.6307497,-58.4763818,140000.0,88.0,,4.0,FLORESTA
2018-01-31,departamento,-34.6297193,-58.479411899999995,75000.0,37.0,,2.0,FLORESTA
2018-01-31,departamento,-34.6329389,-58.4767203,67500.0,30.0,22.0,,FLORESTA
2018-01-31,departamento,-34.631287799999996,-58.4843708,133000.0,75.0,75.0,4.0,FLORESTA
2018-01-31,casa,-34.6192849,-58.48941429999999,238000.0,200.0,,5.0,FLORESTA
2018-02-01,departamento,-34.6346948,-58.473429,70000.0,33.0,33.0,2.0,FLORESTA
2018-02-01,departamento,-34.6327964,-58.4764831,138000.0,64.0,57.0,3.0,FLORESTA
2018-02-02,departamento,-34.6346948,-58.473429,70000.0,33.0,33.0,2.0,FLORESTA
2018-02-02,local,-34.632946999999994,-58.4766988,78000.0,30.0,30.0,,FLORESTA
2018-02-04,casa,-34.6231073,-58.4883218,310000.0,199.0,129.0,,FLORESTA
2018-02-06,departamento,-34.6317552,-58.4837586,85000.0,,,,FLORESTA
2018-02-07,departamento,-34.6286208,-58.475148600000004,88000.0,48.0,43.0,2.0,FLORESTA
2018-02-07,departamento,-34.629261,-58.483861600000004,125000.0,76.0,76.0,4.0,FLORESTA
2018-02-09,casa,-34.6282465,-58.48441089999999,230000.0,,182.0,,FLORESTA
2018-02-09,departamento,-34.634132799999996,-58.477098399999996,120000.0,36.0,36.0,1.0,FLORESTA
2018-02-09,departamento,-34.634132799999996,-58.477098399999996,,38.0,,2.0,FLORESTA
2018-02-09,local,-34.6332176,-58.48207779999999,90000.0,,,,FLORESTA
2018-02-10,departamento,-34.6282465,-58.48441089999999,89000.0,55.0,55.0,3.0,FLORESTA
2018-02-10,departamento,-34.624919399999996,-58.4816243,260000.0,213.0,110.0,6.0,FLORESTA
2018-02-12,departamento,-34.631307730100005,-58.4813665182,220000.0,123.0,110.0,5.0,FLORESTA
2018-02-12,casa,-34.635509000000006,-58.473020999999996,590000.0,383.0,383.0,7.0,FLORESTA
2018-02-15,departamento,-34.62006829999999,-58.4921818,85000.0,60.0,40.0,2.0,FLORESTA
2018-02-17,departamento,-34.6326409,-58.4767404,138000.0,,,,FLORESTA
2018-02-17,ph,-34.6318988363,-58.4739877501,9121.72,,,,FLORESTA
2018-02-17,casa,-34.6318060168,-58.474062807299994,187000.0,,,,FLORESTA
2018-02-17,departamento,-34.621750399999996,-58.4902121,265000.0,107.0,97.0,3.0,FLORESTA
2018-02-17,departamento,-34.6212018,-58.4907269,260000.0,120.0,93.0,3.0,FLORESTA
2018-02-17,departamento,-34.631512,-58.475864,175000.0,95.0,89.0,4.0,FLORESTA
2018-02-18,ph,-34.622643,-58.487246999999996,265000.0,219.0,219.0,7.0,FLORESTA
2018-02-19,departamento,-34.6355266704,-58.473047318999996,118000.0,43.0,38.0,2.0,FLORESTA
2018-02-20,casa,-34.62440109,-58.48315811,175000.0,,,2.0,FLORESTA
2018-02-20,departamento,-34.63178253,-58.48497391,79000.0,29.0,26.0,1.0,FLORESTA
2018-02-20,departamento,-34.6354018,-58.477845499999994,115000.0,45.0,43.0,2.0,FLORESTA
2018-02-20,departamento,-34.6276669,-58.480403,75000.0,33.0,30.0,1.0,FLORESTA
2018-02-21,departamento,-34.628956,-58.481861,180000.0,91.0,83.0,4.0,FLORESTA
2018-02-21,departamento,-34.632845,-58.480743999999994,85000.0,41.0,41.0,2.0,FLORESTA
2018-02-21,departamento,-34.6289595,-58.4797113,92000.0,48.0,48.0,3.0,FLORESTA
2018-02-22,departamento,-34.629357500000005,-58.4839169,95000.0,,,,FLORESTA
2018-02-23,departamento,-34.631727500000004,-58.479563799999994,110000.0,70.0,67.0,,FLORESTA
2018-02-24,departamento,-34.6271789978,-58.4797613688,,64.0,59.0,3.0,FLORESTA
2018-02-24,casa,-34.637648999999996,-58.476013,400000.0,430.0,330.0,9.0,FLORESTA
2018-02-27,ph,-34.623255900000004,-58.495335499999996,175000.0,82.0,76.0,4.0,FLORESTA
2018-02-28,departamento,-34.6260268,-58.4865917,135000.0,91.0,77.0,4.0,FLORESTA
2018-02-28,casa,-34.63195,-58.47713879999999,550000.0,,,,FLORESTA
2018-03-01,casa,-34.6265489,-58.489661600000005,480000.0,330.0,330.0,3.0,FLORESTA
2018-03-03,departamento,-34.63089371,-58.48161316,141000.0,49.0,49.0,2.0,FLORESTA
2018-03-03,departamento,-34.63130569,-58.48394394,90000.0,48.0,48.0,2.0,FLORESTA
2018-03-03,departamento,-34.62743759,-58.48045349,99000.0,42.0,42.0,1.0,FLORESTA
2018-03-03,departamento,-34.62997055,-58.47445297,139000.0,81.0,81.0,3.0,FLORESTA
2018-03-03,departamento,-34.631305499999996,-58.4839454,97000.0,55.0,50.0,3.0,FLORESTA
2018-03-03,ph,-34.6267986477,-58.4901830138,185000.0,123.0,92.0,4.0,FLORESTA
2018-03-05,departamento,-34.6294658884,-58.4850868749,189000.0,96.0,96.0,4.0,FLORESTA
2018-03-07,departamento,-34.6210865,-58.4912964,62900.0,32.0,32.0,1.0,FLORESTA
2018-03-07,casa,-34.632887200000006,-58.4806589,,190.0,190.0,7.0,FLORESTA
2018-03-07,departamento,-34.6252054,-58.4841076,,112.0,112.0,5.0,FLORESTA
2018-03-07,departamento,-34.629979999999996,-58.474484,210000.0,111.0,111.0,4.0,FLORESTA
2018-03-09,casa,-34.637661,-58.475826,400000.0,315.0,211.0,6.0,FLORESTA
2018-03-10,ph,-34.622715,-58.485115,102000.0,110.0,110.0,3.0,FLORESTA
2018-03-10,local,-34.630404600000006,-58.4816702,360000.0,175.0,,,FLORESTA
2018-03-11,casa,-34.6307571,-58.4802634,290000.0,164.0,129.0,,FLORESTA
2018-03-12,departamento,-34.6282465,-58.48441089999999,120000.0,57.0,57.0,3.0,FLORESTA
2018-03-14,departamento,-34.632240107,-58.482477618999994,94000.0,51.0,39.0,2.0,FLORESTA
2018-03-14,departamento,-34.6282465,-58.48441089999999,195000.0,100.0,100.0,4.0,FLORESTA
2018-03-14,departamento,-34.6283008,-58.4883129,82000.0,35.0,35.0,2.0,FLORESTA
2018-03-15,departamento,-34.6210385,-58.489350699999996,370000.0,,355.0,,FLORESTA
2018-03-16,ph,-34.6308779,-58.47981510000001,125000.0,79.0,72.0,4.0,FLORESTA
2018-03-16,departamento,-34.6327964,-58.4764831,138000.0,64.0,57.0,3.0,FLORESTA
2018-03-16,departamento,-34.6288287,-58.480836,90000.0,,,,FLORESTA
2018-03-16,departamento,-34.6250825,-58.4879463,230000.0,124.0,115.0,,FLORESTA
2018-03-17,departamento,-34.628246999999995,-58.475761,69000.0,42.0,42.0,2.0,FLORESTA
2018-03-18,departamento,-34.6326533824,-58.4765219421,136000.0,65.0,65.0,3.0,FLORESTA
2018-03-18,departamento,-34.627403,-58.481849,139000.0,57.0,57.0,3.0,FLORESTA
2018-03-18,departamento,-34.6288287,-58.480836,90000.0,46.0,46.0,2.0,FLORESTA
2018-03-20,departamento,-34.633914000000004,-58.473698999999996,68000.0,32.0,28.0,1.0,FLORESTA
2018-03-20,departamento,-34.636661,-58.471169999999994,150000.0,79.0,53.0,3.0,FLORESTA
2018-03-20,local,-34.625232000000004,-58.486301,189000.0,140.0,140.0,,FLORESTA
2018-03-21,departamento,-34.63524279999999,-58.474375699999996,89000.0,32.0,32.0,,FLORESTA
2018-03-21,ph,-34.624648,-58.486675,259000.0,228.0,228.0,5.0,FLORESTA
2018-03-22,departamento,-34.6327809,-58.476489,138000.0,64.0,57.0,,FLORESTA
2018-03-22,departamento,-34.6313467,-58.481412600000006,95000.0,,,,FLORESTA
2018-03-22,casa,-34.627506,-58.485808999999996,227000.0,164.0,110.0,4.0,FLORESTA
2018-03-23,ph,-34.635667100000006,-58.478373899999994,130000.0,70.0,50.0,2.0,FLORESTA
2018-03-23,departamento,-34.629261,-58.483861600000004,148000.0,84.0,84.0,3.0,FLORESTA
2018-03-24,departamento,-34.638444,-58.474711,79000.0,53.0,53.0,1.0,FLORESTA
2018-03-24,departamento,-34.638444,-58.474711,75000.0,53.0,53.0,1.0,FLORESTA
2018-03-24,ph,-34.623049,-58.486918,150000.0,79.0,79.0,4.0,FLORESTA
2018-03-24,departamento,-34.638444,-58.474711,85000.0,53.0,53.0,1.0,FLORESTA
2018-03-24,departamento,-34.631288,-58.484370999999996,119500.0,57.0,57.0,3.0,FLORESTA
2018-03-24,departamento,-34.631683100000004,-58.4850805,95000.0,46.0,44.0,3.0,FLORESTA
2018-03-24,departamento,-34.628118653899996,-58.4882386921,90000.0,38.0,38.0,2.0,FLORESTA
2018-03-25,ph,-34.6244162,-58.4850443,165000.0,139.0,78.0,3.0,FLORESTA
2018-03-25,ph,-34.6244162,-58.4850443,165000.0,138.0,78.0,,FLORESTA
2018-03-25,casa,-34.628082,-58.484432999999996,420000.0,216.0,216.0,7.0,FLORESTA
2018-03-26,departamento,-34.6319858674,-58.484620246000006,95000.0,44.0,40.0,2.0,FLORESTA
2018-03-26,departamento,-34.628389299999995,-58.475199100000005,150000.0,55.0,55.0,3.0,FLORESTA
2018-03-28,ph,-34.623638,-58.49517829999999,286000.0,374.0,202.0,8.0,FLORESTA
2018-03-28,departamento,-34.628219,-58.48005,75000.0,36.0,37.0,2.0,FLORESTA
2018-03-29,departamento,-34.6282465,-58.48441089999999,285000.0,118.0,78.0,4.0,FLORESTA
2018-03-29,departamento,-34.6231391,-58.4868182,72000.0,38.0,,,FLORESTA
2018-03-29,departamento,-34.6231391,-58.4868182,113000.0,60.0,,,FLORESTA
2018-03-30,departamento,-34.6282465,-58.48441089999999,7316.89,71.0,71.0,4.0,FLORESTA
2018-03-30,departamento,-34.6282465,-58.48441089999999,196000.0,60.0,,3.0,FLORESTA
2018-03-30,departamento,-34.6210865,-58.4912964,62900.0,30.0,,1.0,FLORESTA
2018-03-30,departamento,-34.628246999999995,-58.475761,99000.0,42.0,42.0,2.0,FLORESTA
2018-03-30,departamento,-34.628809999999994,-58.4808937,57000.0,30.0,26.0,1.0,FLORESTA
2018-03-30,departamento,-34.630511,-58.478273,189000.0,89.0,89.0,4.0,FLORESTA
2018-03-31,departamento,-34.6238415,-58.488493999999996,38000.0,,25.0,1.0,FLORESTA
2018-03-31,departamento,-34.62469,-58.484379000000004,84500.0,37.0,37.0,2.0,FLORESTA
2018-03-31,casa,-34.627659,-58.482513,629000.0,380.0,192.0,5.0,FLORESTA
2018-04-04,departamento,-34.6272234,-58.48483829999999,78000.0,29.0,29.0,2.0,FLORESTA
2018-04-04,local,-34.62762120000001,-58.481511100000006,500000.0,,100.0,,FLORESTA
2018-04-04,casa,-34.635661999999996,-58.474495,605000.0,430.0,320.0,6.0,FLORESTA
2018-04-06,ph,-34.628827,-58.484067,165000.0,157.0,92.0,4.0,FLORESTA
2018-04-06,casa,-34.623138399999995,-58.4933792,220000.0,,,,FLORESTA
2018-04-07,departamento,-34.6282465,-58.48441089999999,57500.0,30.0,30.0,1.0,FLORESTA
2018-04-07,departamento,-34.6304426,-58.473859899999994,,61.0,,3.0,FLORESTA
2018-04-08,ph,-34.6247504233,-58.4853550376,200000.0,149.0,125.0,4.0,FLORESTA
2018-04-10,casa,-34.62358475,-58.48404312,229000.0,220.0,220.0,2.0,FLORESTA
2018-04-10,departamento,-34.6346948,-58.473429,70000.0,33.0,33.0,2.0,FLORESTA
2018-04-10,ph,-34.6333744002,-58.478503665,210000.0,184.0,85.0,3.0,FLORESTA
2018-04-11,departamento,-34.6331219,-58.4728702,128000.0,62.0,60.0,3.0,FLORESTA
2018-04-11,departamento,-34.6331219,-58.4728702,128000.0,62.0,60.0,3.0,FLORESTA
2018-04-12,departamento,-34.6384145,-58.4749171,110000.0,48.0,46.0,2.0,FLORESTA
2018-04-12,departamento,-34.6287592,-58.47463320000001,200000.0,102.0,94.0,4.0,FLORESTA
2018-04-12,departamento,-34.628842999999996,-58.476127899999994,120000.0,60.0,57.0,,FLORESTA
2018-04-12,departamento,-34.634091,-58.47662,110000.0,35.0,35.0,1.0,FLORESTA
2018-04-13,departamento,-34.62982879999999,-58.480381099999995,146000.0,88.0,88.0,4.0,FLORESTA
2018-04-13,departamento,-34.6297987,-58.48475079999999,178500.0,,,,FLORESTA
2018-04-14,local,-34.636474,-58.477368999999996,149900.0,139.0,139.0,,FLORESTA
2018-04-14,departamento,-34.634709,-58.480245999999994,145000.0,96.0,91.0,3.0,FLORESTA
2018-04-14,casa,-34.62358475,-58.48404312,229000.0,220.0,220.0,2.0,FLORESTA
2018-04-14,casa,-34.62358475,-58.48404312,229000.0,220.0,220.0,2.0,FLORESTA
2018-04-15,casa,-34.625381,-58.48948299999999,445000.0,300.0,200.0,7.0,FLORESTA
2018-04-15,departamento,-34.632448700000005,-58.4753355,89000.0,36.0,30.0,1.0,FLORESTA
2018-04-15,departamento,-34.6296179,-58.4797497,80000.0,45.0,42.0,2.0,FLORESTA
2018-04-15,departamento,-34.6317321,-58.478349800000004,100000.0,,,,FLORESTA
2018-04-15,ph,-34.631775700000006,-58.484117700000006,179000.0,,,,FLORESTA
2018-04-15,local,-34.633532928899996,-58.48022303729999,215000.0,133.0,133.0,,FLORESTA
2018-04-15,departamento,-34.628392299999994,-58.4799424,85000.0,42.0,39.0,2.0,FLORESTA
2018-04-18,departamento,-34.624648,-58.4886118,149000.0,51.0,49.0,2.0,FLORESTA
2018-04-18,local,-34.633492600000004,-58.47933670000001,280000.0,,160.0,4.0,FLORESTA
2018-04-18,ph,-34.633492600000004,-58.47933670000001,280000.0,,160.0,4.0,FLORESTA
2018-04-18,casa,-34.637634000000006,-58.4732406,270000.0,185.0,120.0,4.0,FLORESTA
2018-04-19,ph,-34.623978,-58.48917900000001,259000.0,132.0,69.0,4.0,FLORESTA
2018-04-20,departamento,-34.63346863,-58.47827911,87000.0,,38.0,1.0,FLORESTA
2018-04-20,ph,-34.6355841,-58.4757198,149000.0,89.0,69.0,3.0,FLORESTA
2018-04-20,departamento,-34.629079,-58.480909999999994,275000.0,170.0,110.0,4.0,FLORESTA
2018-04-20,departamento,-34.631255100000004,-58.4812313,125000.0,,,,FLORESTA
2018-04-20,departamento,-34.6264924078,-58.491557341800004,169000.0,80.0,75.0,,FLORESTA
2018-04-20,casa,-34.6279747,-58.4828693,200000.0,130.0,100.0,,FLORESTA
2018-04-20,departamento,-34.635915000000004,-58.475152,86775.0,5142.0,4682.0,2.0,FLORESTA
2018-04-20,departamento,-34.635778,-58.47524,68416.0,44.0,37.0,1.0,FLORESTA
2018-04-20,departamento,-34.635847999999996,-58.47524,97722.0,59.0,54.0,2.0,FLORESTA
2018-04-20,departamento,-34.63576,-58.47524,102104.0,62.0,53.0,2.0,FLORESTA
2018-04-20,departamento,-34.635778,-58.475176,139287.0,79.0,74.0,3.0,FLORESTA
2018-04-20,departamento,-34.63576,-58.475112,78794.0,47.0,41.0,2.0,FLORESTA
2018-04-20,departamento,-34.635903000000006,-58.475164,101670.0,59.0,54.0,2.0,FLORESTA
2018-04-20,departamento,-34.635715000000005,-58.475652000000004,81175.0,47.0,41.0,2.0,FLORESTA
2018-04-21,departamento,-34.636474,-58.477368999999996,81000.0,38.0,38.0,1.0,FLORESTA
2018-04-21,departamento,-34.6282465,-58.48441089999999,105000.0,50.0,50.0,3.0,FLORESTA
2018-04-21,departamento,-34.6270769,-58.4907235,,34.0,32.0,1.0,FLORESTA
2018-04-22,ph,-34.632020700000005,-58.4824331,260000.0,,,,FLORESTA
2018-04-22,casa,-34.632020700000005,-58.4824331,105000.0,405.0,115.0,4.0,FLORESTA
2018-04-22,departamento,-34.635968,-58.475131000000005,82542.0,47.0,41.0,2.0,FLORESTA
2018-04-22,departamento,-34.638045,-58.474165,90281.0,52.0,47.0,2.0,FLORESTA
2018-04-24,ph,-34.619552,-58.494682999999995,135000.0,,48.0,3.0,FLORESTA
2018-04-24,ph,-34.6349960236,-58.472663838,118000.0,,,,FLORESTA
2018-04-24,departamento,-34.6348782777,-58.472625413500005,118000.0,,,,FLORESTA
2018-04-25,ph,-34.619946999999996,-58.494367000000004,135000.0,,48.0,3.0,FLORESTA
2018-04-26,departamento,-34.627474356,-58.477914649700004,118000.0,78.0,72.0,3.0,FLORESTA
2018-04-26,departamento,-34.6262044,-58.4892076,71000.0,33.0,30.0,1.0,FLORESTA
2018-04-26,ph,-34.626613,-58.48725699999999,345000.0,315.0,187.0,5.0,FLORESTA
2018-04-26,departamento,-34.6342506,-58.4801369,148000.0,91.0,,,FLORESTA
2018-04-26,departamento,-34.6214141,-58.49613570000001,74000.0,32.0,32.0,1.0,FLORESTA
2018-04-27,departamento,-34.6214244,-58.4961497,74000.0,32.0,30.0,1.0,FLORESTA
2018-04-27,departamento,-34.635856,-58.475217,70484.0,44.0,37.0,1.0,FLORESTA
2018-04-28,departamento,-34.62824631,-58.48440933,139000.0,60.0,60.0,2.0,FLORESTA
2018-04-28,casa,-34.635158000000004,-58.476215,450000.0,420.0,350.0,4.0,FLORESTA
2018-04-28,ph,-34.632098,-58.47809399999999,240000.0,250.0,169.0,5.0,FLORESTA
2018-04-29,departamento,-34.6278978958,-58.486336595699996,105000.0,,50.0,,FLORESTA
2018-04-29,departamento,-34.625334,-58.481449,75000.0,4095.0,3871.0,2.0,FLORESTA
2018-04-29,ph,-34.631671000000004,-58.479606999999994,210000.0,164.0,70.0,4.0,FLORESTA
2018-04-29,ph,-34.629309,-58.482838,200000.0,92.0,89.0,4.0,FLORESTA
2018-04-30,departamento,-34.623837,-58.486568999999996,105000.0,45.0,45.0,2.0,FLORESTA
2017-11-01,departamento,-34.5415789,-58.46318589999999,210000.0,60.0,47.0,2.0,NUÑEZ
2017-11-01,departamento,-34.539975,-58.466679799999994,159000.0,81.0,37.0,1.0,NUÑEZ
2017-11-02,departamento,-34.5539682474,-58.4621782184,630000.0,178.0,170.0,5.0,NUÑEZ
2017-11-03,casa,-34.5411247618,-58.467271,620000.0,315.0,269.0,,NUÑEZ
2017-11-03,departamento,-34.549219799999996,-58.456156799999995,159000.0,61.0,58.0,3.0,NUÑEZ
2017-11-03,departamento,-34.5482144,-58.4570902,780000.0,170.0,170.0,3.0,NUÑEZ
2017-11-04,departamento,-34.551180200000005,-58.45428489999999,120000.0,33.0,33.0,1.0,NUÑEZ
2017-11-04,departamento,-34.545748700000004,-58.4647341,725000.0,185.0,175.0,4.0,NUÑEZ
2017-11-05,departamento,-34.5397186,-58.4747889,240000.0,84.0,80.0,,NUÑEZ
2017-11-05,casa,-34.553226200000005,-58.463294999999995,460000.0,200.0,180.0,5.0,NUÑEZ
2017-11-05,departamento,-34.5397186,-58.4747889,240000.0,84.0,80.0,3.0,NUÑEZ
2017-11-06,departamento,-34.550203,-58.462912,500000.0,,147.0,4.0,NUÑEZ
2017-11-07,departamento,-34.5458594,-58.4649453,725000.0,180.0,180.0,4.0,NUÑEZ
2017-11-08,casa,-34.537794700000006,-58.4684711,,500.0,450.0,,NUÑEZ
2017-11-08,departamento,-34.540443100000005,-58.473772700000005,217000.0,48.0,44.0,2.0,NUÑEZ
2017-11-08,departamento,-34.540443100000005,-58.473772700000005,213500.0,48.0,44.0,2.0,NUÑEZ
2017-11-08,departamento,-34.540443100000005,-58.473772700000005,217000.0,50.0,46.0,2.0,NUÑEZ
2017-11-08,departamento,-34.540443100000005,-58.473772700000005,213500.0,48.0,44.0,2.0,NUÑEZ
2017-11-08,departamento,-34.5479016,-58.459704599999995,135000.0,58.0,29.0,1.0,NUÑEZ
2017-11-08,departamento,-34.5479016,-58.459704599999995,240000.0,70.0,65.0,2.0,NUÑEZ
2017-11-11,departamento,-34.5445658,-58.459962,420000.0,119.0,114.0,2.0,NUÑEZ
2017-11-11,departamento,-34.5445658,-58.459962,420000.0,119.0,114.0,3.0,NUÑEZ
2017-11-11,departamento,-34.5445658,-58.459962,420000.0,119.0,114.0,3.0,NUÑEZ
2017-11-14,departamento,-34.540443100000005,-58.473772700000005,213500.0,48.0,44.0,2.0,NUÑEZ
2017-11-14,departamento,-34.548240500000006,-58.4603833,230000.0,39.0,39.0,1.0,NUÑEZ
2017-11-14,departamento,-34.548240500000006,-58.4603833,245000.0,74.0,74.0,2.0,NUÑEZ
2017-11-14,departamento,-34.548240500000006,-58.4603833,231665.0,63.0,63.0,2.0,NUÑEZ
2017-11-14,departamento,-34.548240500000006,-58.4603833,170000.0,75.0,46.0,1.0,NUÑEZ
2017-11-14,departamento,-34.552582,-58.459402600000004,300000.0,76.0,68.0,3.0,NUÑEZ
2017-11-14,departamento,-34.549695799999995,-58.46207439999999,370000.0,140.0,66.0,3.0,NUÑEZ
2017-11-15,departamento,-34.5493519,-58.454406799999994,,,1.0,1.0,NUÑEZ
2017-11-16,local,-34.5425446,-58.4675145,560000.0,230.0,210.0,,NUÑEZ
2017-11-18,departamento,-34.554144,-58.459968999999994,138000.0,60.0,54.0,1.0,NUÑEZ
2017-11-18,departamento,-34.551225099999996,-58.46011609999999,200000.0,63.0,63.0,2.0,NUÑEZ
2017-11-18,departamento,-34.5519299,-58.466828500000005,275000.0,85.0,85.0,4.0,NUÑEZ
2017-11-21,departamento,-34.540443100000005,-58.473772700000005,213500.0,48.0,44.0,2.0,NUÑEZ
2017-11-22,departamento,-34.5538242,-58.4674209,210000.0,62.0,53.0,3.0,NUÑEZ
2017-11-22,casa,-34.542179,-58.468745,490000.0,207.0,167.0,5.0,NUÑEZ
2017-11-23,departamento,-34.5530083,-58.457527600000006,390000.0,75.0,68.0,3.0,NUÑEZ
2017-11-23,departamento,-34.5530083,-58.457527600000006,390000.0,86.0,77.0,3.0,NUÑEZ
2017-11-23,casa,-34.548666100000005,-58.4591512,460000.0,273.0,233.0,,NUÑEZ
